"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"708","RT @KasturiArmy: <U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF> <U+0BA8><U+0BB2><U+0BAE><U+0BC1><U+0B9F><U+0BA9><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3><U+0BBE><U+0BB0><U+0BCD>.<U+0BAF><U+0BBE><U+0BB0><U+0BC1><U+0BAE><U+0BCD> <U+0BB5><U+0BA9><U+0BCD><U+0BAE><U+0BC1><U+0BB1><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0B87><U+0BB1><U+0B99><U+0BCD><U+0B95> <U+0BB5><U+0BC7><U+0BA3><U+0BCD><U+0B9F><U+0BBE><U+0BAE><U+0BCD>.<U+0B85><U+0BAA><U+0BCD><U+0BAA><U+0BCB><U+0BB2><U+0BCB> <U+0BAE><U+0BB0><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BC1><U+0BB5><U+0BAE><U+0BA9><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF> <U+0BAF><U+0BC8> <U+0B9A><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BA4><U+0BCD><U+0BA4> <U+0BAA><U+0BBF><U+0BA9><U+0BCD> <U+0BA8><U+0B9F><U+0BBF><U+0B95><U+0BC8> <U+0B95><U+0BB8><U+0BCD><U+0BA4><U+0BC2><U+0BB0><U+0BBF> <U+0B9A><U+0BC6>…",FALSE,0,NA,2019-05-31 17:16:17,FALSE,NA,"1134508911892029441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaleemTamil1",47,TRUE,FALSE,NA,NA
"709","@harbhajan_singh @ECB_cricket @OfficialCSA @benstokes38 @ImranTahirSA @ICC Harbajan anne #Pray_For_Nesamani pota ma… https://t.co/QtjrIQgagH",FALSE,0,"harbhajan_singh",2019-05-31 17:15:50,TRUE,"1134160360905330688","1134508798750613504","92945681","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DhiyaneshL",0,FALSE,FALSE,NA,NA
"710","RT @TrollNegativity: #NGK reviews be like <U+0001F602><U+0001F602><U+0001F602> #NGKReview 

#Pray_for_Neasamani #Pray_For_NGK #Nesamani #Pray_For_Nesamani https://t.co/JLjU…",FALSE,0,NA,2019-05-31 17:12:23,FALSE,NA,"1134507931221790721",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ThalapathiRavuf",98,TRUE,FALSE,NA,NA
"711","RT @CCTPolice_Alert: Prayers work, Helmets work better #pray_for_nesamani #nesamani #wearhelmets #follow_traffic_rules https://t.co/PTUjKmT…",FALSE,0,NA,2019-05-31 17:11:58,FALSE,NA,"1134507824287928320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vfxvignesh1",566,TRUE,FALSE,NA,NA
"712","""<U+0B8E><U+0BA9><U+0BCD><U+0BA9><U+0BC8> <U+0BAA><U+0BCD><U+0BB0><U+0BC7> <U+0BAA><U+0BA3><U+0BCD><U+0BA3><U+0BBF> <U+0B95><U+0BBE><U+0BAA><U+0BCD><U+0BAA><U+0BB1><U+0BCD><U+0BB1><U+0BBF><U+0BAF><U+0BA4><U+0BC1> <U+0BAA><U+0BCB><U+0BB2> <U+0BAA><U+0BBE><U+0BB0><U+0BCD><U+0BAA><U+0BCD><U+0BAA><U+0BA3> <U+0B86><U+0BA4><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0BAE><U+0BBE><U+0B9F><U+0BCD><U+0B9F><U+0BBF> <U+0BA4><U+0BB5><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0B8E><U+0B99><U+0BCD><U+0B95><U+0B95><U+0BCD><U+0B95><U+0BBE><U+0BB5><U+0BC8><U+0BAF><U+0BC1><U+0BAE><U+0BCD> <U+0B95><U+0BA3><U+0BAA><U+0BA4><U+0BBF> <U+0B85><U+0BAF><U+0BCD><U+0BAF><U+0BB0><U+0BCD><U+0B9F><U+0BCD><U+0B9F> <U+0B87><U+0BB0><U+0BC1><U+0BA8><U+0BCD><U+0BA4><U+0BC1> <U+0B95><U+0BBE>… https://t.co/sTPL92mqqQ",FALSE,0,NA,2019-05-31 17:11:02,TRUE,NA,"1134507589696278528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vip_twitz",0,FALSE,FALSE,NA,NA
"713","RT @mknid: In #Pray_for_Nesamani deluge, let's not forget a Marxian hero from Kerala who inspired #Nesamani in the first place: Chackachamp…",FALSE,0,NA,2019-05-31 17:10:54,FALSE,NA,"1134507555751809024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adhu_idu111",43,TRUE,FALSE,NA,NA
"714","RT @CCTPolice_Alert: Prayers work, Helmets work better #pray_for_nesamani #nesamani #wearhelmets #follow_traffic_rules https://t.co/PTUjKmT…",FALSE,0,NA,2019-05-31 17:08:29,FALSE,NA,"1134506948773081088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rakesh190198",566,TRUE,FALSE,NA,NA
"715","<U+0BAE><U+0BCB><U+0B9F><U+0BBF><U+0BAF><U+0BCB><U+0B9F> <U+0B95><U+0BB5><U+0BC1><U+0BA3><U+0BCD><U+0B9F><U+0BCD> <U+0B9F><U+0BB5><U+0BC1><U+0BA9><U+0BCD> <U+0BB7><U+0BBE><U+0B9F><U+0BCD>....    
<U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF><U+0BAF><U+0BCB><U+0B9F> <U+0B95><U+0BB5><U+0BC1><U+0BA3><U+0BCD><U+0B9F><U+0BCD> <U+0B9F><U+0B99><U+0BC1><U+0BA9><U+0BCD> <U+0BB7><U+0BBE><U+0B9F><U+0BCD>
#Pray_For_Nesamani
#ModiSarkar2",FALSE,0,NA,2019-05-31 17:04:35,FALSE,NA,"1134505967586930689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chinnasamy_e",0,FALSE,FALSE,NA,NA
"716","@VVSLaxman281 #Pray_For_Nesamani too",FALSE,1,"VVSLaxman281",2019-05-31 17:02:43,FALSE,"1134505236851089408","1134505499037093898","2500955780","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DofficialShiv",0,FALSE,FALSE,NA,NA
"717","RT @KathirNews: <U+0B8E><U+0BB8><U+0BCD>.<U+0B86><U+0BB0><U+0BCD>.<U+0B8E><U+0BAE><U+0BCD> <U+0BAA><U+0BB2><U+0BCD><U+0B95><U+0BB2><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BB4><U+0B95> <U+0BA4><U+0BB1><U+0BCD><U+0B95><U+0BCA><U+0BB2><U+0BC8> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0B95><U+0BB3><U+0BC8> <U+0BAE><U+0BB1><U+0BC8><U+0B95><U+0BCD><U+0B95> <U+0BA4><U+0BBE><U+0BA9><U+0BCD> #Pray_For_Nesamani <U+0BB9><U+0BC7><U+0BB7><U+0BCD> <U+0B9F><U+0BC7><U+0B95><U+0BC8> <U+0B9F><U+0BCD><U+0BB0><U+0BC6><U+0BA3><U+0BCD><U+0B9F><U+0BCD> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0B95><U+0BBF><U+0BA9><U+0BCD><U+0BB1><U+0BA9><U+0BB0><U+0BBE> <U+0BAA><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BBF><U+0B95><U+0BC8><U+0BAF><U+0BBE><U+0BB3><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BCD>…",FALSE,0,NA,2019-05-31 16:55:50,FALSE,NA,"1134503764906274816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pseudosocialist",153,TRUE,FALSE,NA,NA
"718","RT @thaarumaaruarul: #SRMcollegesuicudes <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BAE><U+0BB1><U+0BC8><U+0B95><U+0BCD><U+0B95> #Pray_For_Nesamani <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE> <U+0BAE><U+0BC0><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0BB5><U+0BC1><U+0BAE><U+0BCD> <U+0B9F><U+0BCD><U+0BB0><U+0BC6><U+0BA3><U+0BCD><U+0B9F><U+0BCD>…",FALSE,0,NA,2019-05-31 16:53:26,FALSE,NA,"1134503162956603395",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","udhai_ruthu",8,TRUE,FALSE,NA,NA
"719","RT @CCTPolice_Alert: Prayers work, Helmets work better #pray_for_nesamani #nesamani #wearhelmets #follow_traffic_rules https://t.co/PTUjKmT…",FALSE,0,NA,2019-05-31 16:51:02,FALSE,NA,"1134502559958347776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KarthickselvaFC",566,TRUE,FALSE,NA,NA
"720","RT @vikatan: #BJP IT-Wing-<U+0B90> <U+0B9A><U+0BBE><U+0BA4><U+0BBE><U+0BB0><U+0BA3><U+0BAE><U+0BBE> <U+0B8E><U+0B9F><U+0BC8><U+0BAA><U+0BCB><U+0B9F><U+0BBE><U+0BA4><U+0BC0><U+0B99><U+0BCD><U+0B95>! | #Pray_for_Nesamani #ModiSarkar https://t.co/FCoYje5DOP https://t.co/AJW0JMzLMW",FALSE,0,NA,2019-05-31 16:46:45,FALSE,NA,"1134501481934016512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShineJoy78",10,TRUE,FALSE,NA,NA
"721","#BJP IT-Wing-<U+0B90> <U+0B9A><U+0BBE><U+0BA4><U+0BBE><U+0BB0><U+0BA3><U+0BAE><U+0BBE> <U+0B8E><U+0B9F><U+0BC8><U+0BAA><U+0BCB><U+0B9F><U+0BBE><U+0BA4><U+0BC0><U+0B99><U+0BCD><U+0B95>! | #Pray_for_Nesamani #ModiSarkar https://t.co/FCoYje5DOP https://t.co/AJW0JMzLMW",FALSE,68,NA,2019-05-31 16:41:59,FALSE,NA,"1134500280777793537",NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>","vikatan",10,FALSE,FALSE,NA,NA
"722","<U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF> <U+0B95><U+0B9F><U+0BC8><U+0B9A><U+0BBF><U+0BAF><U+0BBE><U+0B95> <U+0B9A><U+0BCA><U+0BA9><U+0BCD><U+0BA9> <U+0BB5><U+0BB0><U+0BBF><U+0B95><U+0BB3><U+0BCD>...
<U+0BA4><U+0BCA><U+0B9F> <U+0B9F><U+0BBE>.....
<U+0B95><U+0BC0><U+0BB4> <U+0BA4><U+0BCA><U+0B9F> <U+0B9F><U+0BBE>.....
<U+0BA4><U+0BB0><U+0BC8><U+0BAF> <U+0BA4><U+0BCA><U+0B9F> <U+0B9F><U+0BBE>.....<U+0001F613><U+0001F613><U+0001F613><U+0001F613>
<U+0B9A><U+0BBE><U+0B95><U+0B9F><U+0BBF><U+0B95><U+0BBF><U+0BB0><U+0BBE><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BC7>....<U+0001F613><U+0001F602><U+0001F601> 
#Pray_for_Nesamani #Neasamani",FALSE,1,NA,2019-05-31 16:38:51,FALSE,NA,"1134499490407170048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vignesh34834862",0,FALSE,FALSE,NA,NA
"723","<U+0BA4><U+0BBF><U+0BB0><U+0BC1>.<U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF><U+0BAF><U+0BBF><U+0BA9><U+0BCD> <U+0BB5><U+0BC7><U+0BA3><U+0BCD><U+0B9F><U+0BC1><U+0BA4><U+0BB2><U+0BCD>:

<U+0B8E><U+0BA9><U+0BCD> <U+0BA4><U+0BB2><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0B9A><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BB2><U+0BCD> ;
<U+0B89><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0BB5><U+0BBE><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0BAA><U+0BC1><U+0B95><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BC8> ;
<U+0B8E><U+0BA9><U+0BA4><U+0BC1> <U+0BAA><U+0BBF><U+0BB0><U+0B9A><U+0BCD><U+0B9A><U+0BA9><U+0BC8> <U+0B9A><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BB2><U+0BC8> <U+0B95><U+0BC8> <U+0BB5><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BA4><U+0BBE><U+0BB2><U+0BCD>;… https://t.co/T2qnUnIjMJ",FALSE,0,"RBRspace",2019-05-31 16:38:26,TRUE,"1134487883128041472","1134499387281776640","1100192526630187010","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RBRspace",4,FALSE,FALSE,NA,NA
"724","#BJP IT-Wing-<U+0B90> <U+0B9A><U+0BBE><U+0BA4><U+0BBE><U+0BB0><U+0BA3><U+0BAE><U+0BBE> <U+0B8E><U+0B9F><U+0BC8><U+0BAA><U+0BCB><U+0B9F><U+0BBE><U+0BA4><U+0BC0><U+0B99><U+0BCD><U+0B95>! | #Pray_for_Nesamani #ModiSarkar https://t.co/0j3b5akIoY https://t.co/7NUirc4NS1",FALSE,27,NA,2019-05-31 16:38:25,FALSE,NA,"1134499383217668099",NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>","AnandaVikatan",1,FALSE,FALSE,NA,NA
"725","@DrTamilisaiBJP Hight court aavathu Ma*r* aavathu, chowkidar aavathu Ma*r* aavathu. Chowkidar VS nesamani. What hap… https://t.co/WBy4na5tYV",FALSE,2,"DrTamilisaiBJP",2019-05-31 16:38:15,TRUE,"1134496668085178368","1134499342650228736","236457592","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karthiKN2020",0,FALSE,FALSE,NA,NA
"726","RT @ndtv: Why #Pray_For_Nesamani is trending and the memes it has inspired
https://t.co/dv1IIL9Rqg https://t.co/JWMjKc36UG",FALSE,0,NA,2019-05-31 16:37:55,FALSE,NA,"1134499257996627970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pathani_karan",358,TRUE,FALSE,NA,NA
"727","RT @thaarumaaruarul: #SRMcollegesuicudes <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BAE><U+0BB1><U+0BC8><U+0B95><U+0BCD><U+0B95> #Pray_For_Nesamani <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE> <U+0BAE><U+0BC0><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0BB5><U+0BC1><U+0BAE><U+0BCD> <U+0B9F><U+0BCD><U+0BB0><U+0BC6><U+0BA3><U+0BCD><U+0B9F><U+0BCD>…",FALSE,0,NA,2019-05-31 16:37:04,FALSE,NA,"1134499043520856065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaali_offl",8,TRUE,FALSE,NA,NA
"728","#BJP IT-Wing-<U+0B90> <U+0B9A><U+0BBE><U+0BA4><U+0BBE><U+0BB0><U+0BA3><U+0BAE><U+0BBE> <U+0B8E><U+0B9F><U+0BC8><U+0BAA><U+0BCB><U+0B9F><U+0BBE><U+0BA4><U+0BC0><U+0B99><U+0BCD><U+0B95>! | #Pray_for_Nesamani #ModiSarkar https://t.co/WxciTp1yMP https://t.co/W9dfRAs24L",FALSE,10,NA,2019-05-31 16:36:20,FALSE,NA,"1134498858090803202",NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>","JuniorVikatan",1,FALSE,FALSE,NA,NA
"729","RT @saziram: #Nesamani #Pray_For_Nesamani 
Its not just words. Its a whole world of emotions. https://t.co/lb8iMO4z18",FALSE,0,NA,2019-05-31 16:36:08,FALSE,NA,"1134498809818435586",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manirajworld",95,TRUE,FALSE,NA,NA
"730","RT @KasturiArmy: <U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF> <U+0BA8><U+0BB2><U+0BAE><U+0BC1><U+0B9F><U+0BA9><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3><U+0BBE><U+0BB0><U+0BCD>.<U+0BAF><U+0BBE><U+0BB0><U+0BC1><U+0BAE><U+0BCD> <U+0BB5><U+0BA9><U+0BCD><U+0BAE><U+0BC1><U+0BB1><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0B87><U+0BB1><U+0B99><U+0BCD><U+0B95> <U+0BB5><U+0BC7><U+0BA3><U+0BCD><U+0B9F><U+0BBE><U+0BAE><U+0BCD>.<U+0B85><U+0BAA><U+0BCD><U+0BAA><U+0BCB><U+0BB2><U+0BCB> <U+0BAE><U+0BB0><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BC1><U+0BB5><U+0BAE><U+0BA9><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA3><U+0BBF> <U+0BAF><U+0BC8> <U+0B9A><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BA4><U+0BCD><U+0BA4> <U+0BAA><U+0BBF><U+0BA9><U+0BCD> <U+0BA8><U+0B9F><U+0BBF><U+0B95><U+0BC8> <U+0B95><U+0BB8><U+0BCD><U+0BA4><U+0BC2><U+0BB0><U+0BBF> <U+0B9A><U+0BC6>…",FALSE,0,NA,2019-05-31 16:32:30,FALSE,NA,"1134497892226351104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mohamed61260016",47,TRUE,FALSE,NA,NA
"731","RT @thaarumaaruarul: #SRMcollegesuicudes <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BAE><U+0BB1><U+0BC8><U+0B95><U+0BCD><U+0B95> #Pray_For_Nesamani <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE> <U+0BAE><U+0BC0><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0BB5><U+0BC1><U+0BAE><U+0BCD> <U+0B9F><U+0BCD><U+0BB0><U+0BC6><U+0BA3><U+0BCD><U+0B9F><U+0BCD>…",FALSE,0,NA,2019-05-31 16:30:22,FALSE,NA,"1134497358010392576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sureshRia1",8,TRUE,FALSE,NA,NA
"732","Nesamani udal nalam migaum oarithabam mana nilai ,maruthuvargal avar thalaiil operation senjurukanga naalaiku kaala… https://t.co/L4zvUi6BqU",FALSE,0,NA,2019-05-31 16:29:57,TRUE,NA,"1134497251697369090",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mohamed17937980",0,FALSE,FALSE,NA,NA
"733","RT @RedmiIndia: While the world prays for #Nesamani, we only wish he had a #RedmiNote7Pro. Hammers, walnuts and what not, #GorillaGlass5's…",FALSE,0,NA,2019-05-31 16:27:23,FALSE,NA,"1134496605787152384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shreeramrajput0",553,TRUE,FALSE,NA,NA
"734","RT @Tentkotta: Are you also praying for #Nesamani? 

Here's where you should head to! 
https://t.co/Fmg5o6ti9E
 
#Pray_for_Nesamani #Vadive…",FALSE,0,NA,2019-05-31 16:26:09,FALSE,NA,"1134496295899426816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Veera15161087",125,TRUE,FALSE,NA,NA
"735","#Pray_for_Nesamani our Team creation song Like and commwnts and share https://t.co/iarjRsY4JZ @ Madurai, India https://t.co/z1FzxrvP8M",FALSE,0,NA,2019-05-31 16:25:09,FALSE,NA,"1134496044350410752",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","aarunvijay6",0,FALSE,FALSE,"78.1131","9.9251"
"736","RT @thaarumaaruarul: #SRMcollegesuicudes <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BAE><U+0BB1><U+0BC8><U+0B95><U+0BCD><U+0B95> #Pray_For_Nesamani <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE> <U+0BAE><U+0BC0><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0BB5><U+0BC1><U+0BAE><U+0BCD> <U+0B9F><U+0BCD><U+0BB0><U+0BC6><U+0BA3><U+0BCD><U+0B9F><U+0BCD>…",FALSE,0,NA,2019-05-31 16:25:07,FALSE,NA,"1134496034942382080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dineshsmc",8,TRUE,FALSE,NA,NA
"737","RT @RedmiIndia: While the world prays for #Nesamani, we only wish he had a #RedmiNote7Pro. Hammers, walnuts and what not, #GorillaGlass5's…",FALSE,0,NA,2019-05-31 16:21:59,FALSE,NA,"1134495246841049088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PragadeeshKM",553,TRUE,FALSE,NA,NA
"738","RT @LyaOrange: Breaking news <U+0001F4F0> #pray_for_Nesamani #Neasamani #nesamanimemes #breakingnews #kindscomments https://t.co/1kxiKkLfLW",FALSE,0,NA,2019-05-31 16:21:58,FALSE,NA,"1134495242164432901",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HSureshK",12,TRUE,FALSE,NA,NA
"739","#SRMcollegesuicudes <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BAE><U+0BB1><U+0BC8><U+0B95><U+0BCD><U+0B95> #Pray_For_Nesamani <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0B89><U+0BB3><U+0BCD><U+0BB3> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE> <U+0BAE><U+0BC0><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0BB5><U+0BC1><U+0BAE><U+0BCD> <U+0B9F><U+0BCD><U+0BB0><U+0BC6><U+0BA3><U+0BCD>… https://t.co/m478i5rC8E",FALSE,0,NA,2019-05-31 16:20:20,TRUE,NA,"1134494832821321728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thaarumaaruarul",8,FALSE,FALSE,NA,NA
"740","#Pray_For_Nesamani Fun <U+0001F923>",FALSE,1,NA,2019-05-31 16:16:06,FALSE,NA,"1134493764712509440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vasumathirajesh",0,FALSE,FALSE,NA,NA
"741","RT @Rahul_ji_: 'For all northies and others who wants to know about #Nesamani,take a look at my previous #Tweet'.
 1 like= 1prayer for #Nes…",FALSE,0,NA,2019-05-31 16:15:42,FALSE,NA,"1134493666251137025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rahul_ji_",2,TRUE,FALSE,NA,NA
"742","Imagine #Pray_For_Nesamani was a marketing gimmick for vadiveloo in the making of a mega comeback.. <U+0001F914>",FALSE,2,NA,2019-05-31 16:11:04,FALSE,NA,"1134492501241237504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsdjmastermind",0,FALSE,FALSE,NA,NA
"743","RT @CCTPolice_Alert: Prayers work, Helmets work better #pray_for_nesamani #nesamani #wearhelmets #follow_traffic_rules https://t.co/PTUjKmT…",FALSE,0,NA,2019-05-31 16:09:00,FALSE,NA,"1134491978425556992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hel_n_jp",566,TRUE,FALSE,NA,NA
"744","RT @julianschwinger: #Pray_for_Nesamani 
#PrayForNesamani 
#Where_is_Mugilan 
Elections are over. Let's get back to business. #WhereIsMugil…",FALSE,0,NA,2019-05-31 16:08:56,FALSE,NA,"1134491963133030400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2Covai",3,TRUE,FALSE,NA,NA
"745","RT @yogeshyogiii: #Nesamani was attacked by some AntiIndians while he was in search of his friend social worker #Mugilan #Where_is_Mugilan…",FALSE,0,NA,2019-05-31 16:08:44,FALSE,NA,"1134491912306479104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2Covai",6,TRUE,FALSE,NA,NA
